LAMMPS data file via write_data, version 23 Jun 2022, timestep = 100000

200 atoms
2 atom types
99 bonds
1 bond types

-500 500 xlo xhi
-500 500 ylo yhi
-500 500 zlo zhi

Masses

1 78
2 11

Pair Coeffs # lj/cut/coul/long

1 0.596 3.6
2 0.108 2.31

Bond Coeffs # harmonic

1 0.69 3.492

Atoms # full

103 1 2 1 -42.07679033891682 -253.25727797557894 -16.35913717082461 0 0 0
106 1 2 1 -46.80674196056714 -174.9853190025586 -114.75723459686276 0 0 0
107 1 2 1 -48.91448546319227 -263.2096844091245 -71.2880934964826 0 0 0
121 1 2 1 -6.196840909658493 -161.47798056939632 -74.35639414192391 0 0 0
102 1 2 1 17.668696102981702 -103.44496756299907 -31.766447575045316 0 0 0
116 1 2 1 14.595907248616825 -127.86934236805286 -56.74803325829034 0 0 0
105 1 2 1 20.67754726458675 -130.10913346529094 -37.67544875938884 0 0 0
1 1 1 -1 22.12526590236048 -151.82960403246415 -51.91194455262293 0 0 0
113 1 2 1 24.932282041698908 -149.75878136066618 -81.34685822056223 0 0 0
2 1 1 -1 19.972069459973653 -155.8475525477525 -50.445980820389416 0 0 0
3 1 1 -1 16.5063765498852 -151.71752894212784 -50.06961720953681 0 0 0
4 1 1 -1 17.389771659751336 -150.1628960155189 -50.14472258588676 0 0 0
104 1 2 1 14.130583116642034 -153.05326586924497 -53.352415709366724 0 0 0
101 1 2 1 32.85589635483763 -68.33257634360014 -133.77188943056962 0 0 0
5 1 1 -1 15.734340811677466 -148.77168227295434 -53.29428869104081 0 0 0
6 1 1 -1 16.24485527512073 -145.50652970026047 -54.395361159747566 0 0 0
7 1 1 -1 13.857161221598433 -143.6950069960768 -51.91712351725837 0 0 0
8 1 1 -1 15.438637325224875 -139.97767426676108 -53.088025784218566 0 0 0
9 1 1 -1 15.32814283793192 -135.38210393053248 -53.11993722221145 0 0 0
10 1 1 -1 14.696543898909301 -132.92843867962154 -50.724598259772236 0 0 0
11 1 1 -1 15.013880330806245 -132.62492856950416 -46.832854153763535 0 0 0
12 1 1 -1 15.232298616124698 -130.96311105878053 -42.79970895695056 0 0 0
13 1 1 -1 18.847364366238892 -130.37001182790016 -39.86392177109835 0 0 0
14 1 1 -1 16.946356560288923 -128.08551690550078 -38.124690062034865 0 0 0
15 1 1 -1 19.070908167784772 -124.31870007206022 -39.72501572833614 0 0 0
16 1 1 -1 17.736140481753033 -118.97458882147667 -41.16603777873494 0 0 0
17 1 1 -1 20.95615905774053 -115.21806047384736 -42.26775485053889 0 0 0
18 1 1 -1 17.96055997126864 -112.74666233949004 -38.099447418609515 0 0 0
19 1 1 -1 15.872371746380605 -110.27464155645922 -36.549582040896524 0 0 0
20 1 1 -1 14.867412199387088 -108.08702475543062 -36.392933750855754 0 0 0
21 1 1 -1 12.855628526291994 -104.80364147397708 -35.4412924022118 0 0 0
22 1 1 -1 14.32649716681195 -102.68430692952371 -33.1592057880484 0 0 0
23 1 1 -1 10.434782674101022 -100.09095409343418 -34.91922928089225 0 0 0
24 1 1 -1 12.500103016133076 -96.0307820895059 -36.674655922498346 0 0 0
25 1 1 -1 8.888651636857414 -92.6778348710941 -35.751309160457765 0 0 0
26 1 1 -1 8.829744203103232 -88.38288830785427 -35.46914614718687 0 0 0
27 1 1 -1 6.606010922789776 -84.30024811991845 -35.63429544193289 0 0 0
28 1 1 -1 7.847074881500418 -80.57530834703614 -34.524808097754004 0 0 0
29 1 1 -1 6.056395187333336 -77.60361845579797 -31.900052673363756 0 0 0
30 1 1 -1 4.485195971140831 -74.05413475571615 -31.028509849488405 0 0 0
31 1 1 -1 4.1558062451583835 -70.97974954178251 -28.729810845935276 0 0 0
32 1 1 -1 5.27760258608423 -67.399701274387 -27.16191493124947 0 0 0
33 1 1 -1 5.368983482326887 -65.07670950286943 -24.44250468836708 0 0 0
34 1 1 -1 4.201549058993841 -62.182137406928 -21.888801745090845 0 0 0
35 1 1 -1 5.240869506499531 -59.97406417615401 -19.045329265961083 0 0 0
36 1 1 -1 4.738632531105176 -55.88977110735824 -20.143288280156458 0 0 0
37 1 1 -1 4.895399192114422 -52.391693552584485 -18.441002271175435 0 0 0
38 1 1 -1 1.9207395766603816 -49.73087867786185 -17.146318742554254 0 0 0
39 1 1 -1 0.045606953390100693 -44.70830325476503 -17.477934633843017 0 0 0
40 1 1 -1 0.7641075926513294 -39.66037382606394 -16.819097948478348 0 0 0
41 1 1 -1 0.8723108562137607 -36.435676974853486 -16.04853563565606 0 0 0
42 1 1 -1 0.849091433121382 -33.097064232619026 -12.365827923953496 0 0 0
43 1 1 -1 0.43476583201684704 -29.183952794032095 -11.041825216785691 0 0 0
44 1 1 -1 -0.30814867449235134 -24.56478033469895 -10.982321011341144 0 0 0
45 1 1 -1 -0.8980804881485551 -20.781615282227904 -10.284415119189385 0 0 0
46 1 1 -1 0.5731351477056745 -17.08163176334602 -7.934051113250067 0 0 0
47 1 1 -1 -0.7867228735901697 -14.022756074935755 -4.733834994276119 0 0 0
