LAMMPS (23 Jun 2022)

units real
boundary p p p
atom_style full
region mybox block -500.000000 500.000000 -500.000000 500.000000 -500.000000 500.000000
create_box 2 mybox bond/types 1 angle/types 0 dihedral/types 0 extra/special/per/atom 20 extra/bond/per/atom 20 extra/angle/per/atom 20
Created orthogonal box = (-500 -500 -500) to (500 500 500)
  1 by 1 by 1 MPI processor grid
#variable string MAA type 1
#variable Na type 2
molecule pol PDMAEMA.mol
Read molecule template pol:
  1 molecules
  0 fragments
  200 atoms with max type 2
  99 bonds with max type 1
  0 angles with max type 0
  0 dihedrals with max type 0
  0 impropers with max type 0
mass 1 157.21
mass 2 35.453
bond_style harmonic
bond_coeff 1 0.57 5
pair_style lj/cut/coul/long 4.568 500.0
pair_coeff 1 1 0.7 4.0 4.49
pair_coeff 2 2 0.1 4.3 4.8
kspace_style pppm 1e-6
create_atoms 0 single 0 0 0 mol pol 123
Created 200 atoms
  using lattice units in orthogonal box = (-500 -500 -500) to (500 500 500)
  create_atoms CPU = 0.002 seconds

velocity all create 300.0 4928459
pair_modify shift yes mix arithmetic
fix nvt all langevin 300 300 100.0 6138895 gjf vfull
fix nve all nve
dump xtc all xtc 1000 PDMAEMA.xtc
thermo      10000
timestep 2
run     1000000
PPPM initialization ...
  using 12-bit tables for long-range coulomb (src/kspace.cpp:342)
  G vector (1/distance) = 0.0042895475
  grid = 6 6 6
  stencil order = 5
  estimated absolute RMS force accuracy = 0.00018841187
  estimated relative force accuracy = 5.6739676e-07
  using double precision FFTW3
  3d grid and FFT values/proc = 1331 216
Generated 1 of 1 mixed pair_coeff terms from arithmetic mixing rule
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 502
  ghost atom cutoff = 502
  binsize = 251, bins = 4 4 4
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut/coul/long, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 16.43 | 16.43 | 16.43 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
    490000   289.17747     -38355.323      924.4147      -37259.373      0.017829328  
    500000   292.45921     -38366.634      931.02216     -37262.131      0.013043969  
    510000   314.53588     -38339.067      930.23721     -37222.253      0.013021634  
    520000   309.22817     -38333.915      927.68959     -37222.797      0.012793803  
    530000   301.49888     -38324.094      922.28193     -37222.969     -0.013761935  
    540000   306.92402     -38327.682      917.04263     -37228.578     -0.0177446    
    550000   329.77659     -38350.478      927.26709     -37227.594      0.0088361598 
    560000   306.07715     -38352.127      932.06191     -37238.506     -0.0087247654 
    570000   288.53194     -38352.872      925.46041     -37256.26      -0.0049271995 
    580000   309.94173     -38344.309      933.01622     -37227.441     -0.013490882  
    590000   306.8642      -38355.047      931.80261     -37241.218     -0.015531368  
    600000   294.91036     -38374.338      940.00602     -37259.397      0.025511941  
    610000   296.64606     -38354.975      933.69986     -37245.31       0.01913001   
    620000   306.40256     -38372.323      927.01974     -37263.551      0.028861324  
    630000   315.95327     -38334.273      923.95005     -37222.906      0.0063979529 
    640000   301.78051     -38347.288      928.42444     -37239.853     -0.012645992  
    650000   297.94722     -38373.109      928.74822     -37267.624     -0.0030532244 
    660000   294.58577     -38341.157      928.09038     -37238.323      0.010555435  
    670000   312.68886     -38371.474      932.34656     -37253.646      0.023893122  
    680000   306.68359     -38334.584      922.57645     -37230.088      0.014018389  
    690000   305.58518     -38365.091      931.8425      -37251.981     -0.0051393309 
    700000   277.55969     -38322.554      915.55108     -37242.36      -0.00094598565
    710000   291.36126     -38341.325      929.75469     -37238.74      -0.0025846016 
    720000   323.28754     -38342.127      928.98        -37221.379      0.0083058409 
    730000   298.27325     -38348.036      927.43652     -37243.669     -0.0060995783 
    740000   292.10609     -38368.793      929.63602     -37265.885     -0.012162627  
    750000   322.49571     -38351.915      926.1716      -37234.445      0.0011531459 
    760000   284.03004     -38352.425      933.40884     -37250.535      0.007690277  
    770000   302.45933     -38332.783      920.42952     -37232.94      -0.015030548  
    780000   281.74629     -38353.693      926.65193     -37259.914     -0.020297946  
    790000   272.51359     -38332.503      922.11491     -37248.739     -0.0094079274 
    800000   288.08249     -38330.988      924.34448     -37235.758     -0.013944542  
    810000   288.97015     -38358.073      921.44357     -37265.218     -0.0087088299 
